t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
2.2861,2.994,0.1,-6.227,-0.630,100.00,6.00,7.438,-4.7,-2.986,4.012,50.00,4.00,33.562,-2.0,-1.162,32.739,80.00,3.50,95.375,-2.3,1.049,97.398,30.00,2.00,-2.467,-1.3,6.156,1.060,100.00,6.00,-9.586,0.1,2.873,-6.332,50.00,4.00,-49.125,-1.9,0.865,-48.469,80.00,3.50,-97.938,-1.5,-1.112,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2881,3.000,2.3,-6.363,-0.630,100.00,6.00,7.441,-2.1,-2.936,4.012,50.00,4.00,33.562,-0.4,-1.192,32.739,80.00,3.50,95.375,-0.7,1.030,97.398,30.00,2.00,-2.463,-0.5,6.078,1.060,100.00,6.00,-9.586,-1.1,2.930,-6.332,50.00,4.00,-49.125,-0.7,0.967,-48.469,80.00,3.50,-97.938,-0.0,-1.137,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2901,2.996,0.9,-6.293,-0.630,100.00,6.00,7.441,-1.9,-2.875,4.012,50.00,4.00,33.562,-1.7,-1.220,32.739,80.00,3.50,95.375,-0.5,1.015,97.398,30.00,2.00,-2.461,1.4,6.211,1.060,100.00,6.00,-9.578,1.3,2.834,-6.332,50.00,4.00,-49.125,-3.1,0.871,-48.469,80.00,3.50,-97.938,0.8,-1.147,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2921,2.994,-1.2,-6.422,-0.630,100.00,6.00,7.445,-1.2,-3.021,4.012,50.00,4.00,33.562,-0.7,-1.113,32.739,80.00,3.50,95.375,-0.6,1.024,97.398,30.00,2.00,-2.463,-0.3,6.227,1.060,100.00,6.00,-9.578,0.9,2.783,-6.332,50.00,4.00,-49.125,-1.3,0.950,-48.469,80.00,3.50,-97.938,0.8,-1.132,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2941,2.990,-1.9,-6.121,-0.630,100.00,6.00,7.449,1.4,-3.109,4.012,50.00,4.00,33.562,-0.6,-1.113,32.739,80.00,3.50,95.375,3.6,1.031,97.398,30.00,2.00,-2.447,7.5,6.199,1.060,100.00,6.00,-9.578,1.8,2.891,-6.332,50.00,4.00,-49.125,-1.0,0.956,-48.469,80.00,3.50,-97.938,1.1,-1.129,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2961,2.990,-2.1,-6.297,-0.630,100.00,6.00,7.445,-0.5,-2.951,4.012,50.00,4.00,33.562,0.6,-1.151,32.739,80.00,3.50,95.375,3.0,1.025,97.398,30.00,2.00,-2.469,-3.8,6.230,1.060,100.00,6.00,-9.578,0.6,2.740,-6.332,50.00,4.00,-49.125,-1.4,0.834,-48.469,80.00,3.50,-97.938,-1.9,-1.100,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.2981,2.994,-0.5,-6.191,-0.630,100.00,6.00,7.441,-0.9,-2.922,4.012,50.00,4.00,33.562,1.6,-1.183,32.739,80.00,3.50,95.375,-0.9,1.021,97.398,30.00,2.00,-2.457,2.2,6.164,1.060,100.00,6.00,-9.578,2.4,2.818,-6.332,50.00,4.00,-49.125,2.1,0.963,-48.469,80.00,3.50,-97.938,1.8,-1.103,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3001,3.000,2.9,-6.250,-0.630,100.00,6.00,7.453,5.0,-3.000,4.012,50.00,4.00,33.562,0.5,-1.103,32.739,80.00,3.50,95.375,-0.3,1.009,97.398,30.00,2.00,-2.467,-1.8,6.113,1.060,100.00,6.00,-9.578,3.2,2.979,-6.332,50.00,4.00,-49.125,-2.8,0.963,-48.469,80.00,3.50,-97.938,-0.1,-1.114,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3021,2.994,-1.2,-6.520,-0.630,100.00,6.00,7.438,-3.0,-2.973,4.012,50.00,4.00,33.562,3.8,-1.097,32.739,80.00,3.50,95.375,5.6,1.099,97.398,30.00,2.00,-2.467,-1.6,6.332,1.060,100.00,6.00,-9.578,1.0,2.834,-6.332,50.00,4.00,-49.125,1.8,0.955,-48.469,80.00,3.50,-97.938,-0.6,-1.168,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3041,2.994,-0.7,-6.281,-0.630,100.00,6.00,7.445,0.1,-3.066,4.012,50.00,4.00,33.562,2.9,-1.099,32.739,80.00,3.50,95.375,0.6,1.036,97.398,30.00,2.00,-2.457,2.9,6.211,1.060,100.00,6.00,-9.578,3.9,2.857,-6.332,50.00,4.00,-49.125,-0.0,0.904,-48.469,80.00,3.50,-97.938,1.5,-1.076,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3061,2.996,0.7,-6.457,-0.630,100.00,6.00,7.438,-1.2,-2.891,4.012,50.00,4.00,33.562,0.3,-1.222,32.739,80.00,3.50,95.375,-0.7,1.029,97.398,30.00,2.00,-2.467,-1.8,5.992,1.060,100.00,6.00,-9.578,0.9,2.902,-6.332,50.00,4.00,-49.125,-1.3,0.953,-48.469,80.00,3.50,-97.938,-0.1,-1.126,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3081,2.996,1.1,-6.238,-0.630,100.00,6.00,7.441,-0.3,-3.072,4.012,50.00,4.00,33.562,-1.6,-1.039,32.739,80.00,3.50,95.375,-1.8,1.018,97.398,30.00,2.00,-2.467,-1.5,6.238,1.060,100.00,6.00,-9.586,-0.6,2.822,-6.332,50.00,4.00,-49.125,-2.6,0.890,-48.469,80.00,3.50,-97.875,3.4,-1.126,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3101,2.988,-3.4,-6.297,-0.630,100.00,6.00,7.438,-1.9,-2.994,4.012,50.00,4.00,33.562,-3.6,-1.172,32.739,80.00,3.50,95.375,-0.6,1.025,97.398,30.00,2.00,-2.461,1.1,6.195,1.060,100.00,6.00,-9.578,2.7,2.906,-6.332,50.00,4.00,-49.125,1.3,0.970,-48.469,80.00,3.50,-97.938,1.1,-1.100,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3121,3.000,2.4,-6.301,-0.630,100.00,6.00,7.430,-3.9,-2.943,4.012,50.00,4.00,33.562,2.1,-1.170,32.739,80.00,3.50,95.375,0.2,0.999,97.398,30.00,2.00,-2.461,0.6,6.145,1.060,100.00,6.00,-9.586,-1.8,2.896,-6.332,50.00,4.00,-49.125,-1.0,1.005,-48.469,80.00,3.50,-97.938,0.6,-1.120,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3141,2.994,-1.2,-6.469,-0.630,100.00,6.00,7.438,-1.8,-2.947,4.012,50.00,4.00,33.562,2.2,-1.146,32.739,80.00,3.50,95.375,2.6,1.009,97.398,30.00,2.00,-2.463,-0.6,6.090,1.060,100.00,6.00,-9.578,1.5,2.881,-6.332,50.00,4.00,-49.125,2.5,0.857,-48.469,80.00,3.50,-97.938,-0.9,-1.119,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3161,2.996,0.7,-6.352,-0.630,100.00,6.00,7.438,-1.5,-3.008,4.012,50.00,4.00,33.562,2.6,-1.078,32.739,80.00,3.50,95.375,-2.5,1.080,97.398,30.00,2.00,-2.457,3.0,6.062,1.060,100.00,6.00,-9.586,-0.5,2.830,-6.332,50.00,4.00,-49.125,-1.4,1.018,-48.469,80.00,3.50,-97.938,-0.7,-1.147,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3181,2.994,-0.3,-6.281,-0.630,100.00,6.00,7.434,-2.0,-2.945,4.012,50.00,4.00,33.562,-1.6,-1.129,32.739,80.00,3.50,95.375,0.1,1.035,97.398,30.00,2.00,-2.461,1.1,6.145,1.060,100.00,6.00,-9.578,3.9,2.848,-6.332,50.00,4.00,-49.125,0.3,0.980,-48.469,80.00,3.50,-97.938,1.0,-1.132,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3201,2.996,0.4,-6.402,-0.630,100.00,6.00,7.438,-1.0,-3.072,4.012,50.00,4.00,33.562,2.5,-1.167,32.739,80.00,3.50,95.375,-0.3,1.031,97.398,30.00,2.00,-2.467,-2.3,6.223,1.060,100.00,6.00,-9.578,3.6,2.766,-6.332,50.00,4.00,-49.125,-0.2,0.862,-48.469,80.00,3.50,-97.938,-1.2,-1.061,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3221,3.004,2.6,-6.586,-0.630,100.00,6.00,7.445,2.1,-2.896,4.012,50.00,4.00,33.562,-1.7,-1.151,32.739,80.00,3.50,95.375,-3.0,1.103,97.398,30.00,2.00,-2.461,1.5,6.211,1.060,100.00,6.00,-9.586,-0.2,2.930,-6.332,50.00,4.00,-49.125,-1.7,0.898,-48.469,80.00,3.50,-97.938,-1.5,-1.102,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3241,2.990,-2.1,-6.258,-0.630,100.00,6.00,7.438,-0.9,-2.994,4.012,50.00,4.00,33.562,-2.6,-1.220,32.739,80.00,3.50,95.375,-0.1,1.034,97.398,30.00,2.00,-2.457,2.3,5.879,1.060,100.00,6.00,-9.578,2.4,2.873,-6.332,50.00,4.00,-49.125,-1.6,0.900,-48.469,80.00,3.50,-97.938,-0.4,-1.127,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3261,2.988,-4.5,-6.469,-0.630,100.00,6.00,7.434,-1.7,-3.021,4.012,50.00,4.00,33.562,3.9,-1.070,32.739,80.00,3.50,95.375,0.4,1.099,97.398,30.00,2.00,-2.461,1.0,6.211,1.060,100.00,6.00,-9.586,-0.3,2.945,-6.332,50.00,4.00,-49.125,1.2,0.967,-48.469,80.00,3.50,-97.938,-0.8,-1.141,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3281,2.996,-0.0,-6.402,-0.630,100.00,6.00,7.438,-0.4,-3.096,4.012,50.00,4.00,33.562,-0.4,-1.104,32.739,80.00,3.50,95.375,-1.5,1.024,97.398,30.00,2.00,-2.473,-5.0,6.266,1.060,100.00,6.00,-9.586,-0.2,2.887,-6.332,50.00,4.00,-49.125,-0.0,0.990,-48.469,80.00,3.50,-97.938,0.9,-1.091,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3301,2.994,-0.5,-6.109,-0.630,100.00,6.00,7.430,-3.5,-3.010,4.012,50.00,4.00,33.562,2.1,-1.160,32.739,80.00,3.50,95.375,0.4,1.042,97.398,30.00,2.00,-2.457,1.8,6.012,1.060,100.00,6.00,-9.586,-1.5,2.891,-6.332,50.00,4.00,-49.125,-2.9,0.988,-48.469,80.00,3.50,-97.938,-0.7,-1.148,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3321,2.996,0.5,-6.438,-0.630,100.00,6.00,7.441,1.3,-3.000,4.012,50.00,4.00,33.562,-3.9,-1.197,32.739,80.00,3.50,95.375,-1.6,1.016,97.398,30.00,2.00,-2.457,1.8,6.023,1.060,100.00,6.00,-9.586,-0.7,2.777,-6.332,50.00,4.00,-49.125,-0.1,0.941,-48.469,80.00,3.50,-97.938,-1.5,-1.082,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3341,2.988,-4.1,-6.391,-0.630,100.00,6.00,7.441,1.4,-3.043,4.012,50.00,4.00,33.562,0.8,-1.141,32.739,80.00,3.50,95.375,2.1,1.098,97.398,30.00,2.00,-2.461,1.0,6.312,1.060,100.00,6.00,-9.586,-2.2,2.859,-6.332,50.00,4.00,-49.125,-1.3,0.968,-48.469,80.00,3.50,-97.938,-1.7,-1.138,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3361,3.000,1.6,-6.316,-0.630,100.00,6.00,7.445,3.5,-3.029,4.012,50.00,4.00,33.562,-3.3,-1.127,32.739,80.00,3.50,95.375,0.7,1.086,97.398,30.00,2.00,-2.457,3.2,6.383,1.060,100.00,6.00,-9.586,-1.1,2.828,-6.332,50.00,4.00,-49.125,-0.1,0.904,-48.469,80.00,3.50,-97.938,-1.5,-1.111,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3381,2.996,0.6,-6.297,-0.630,100.00,6.00,7.445,3.0,-3.021,4.012,50.00,4.00,33.562,-1.0,-1.181,32.739,80.00,3.50,95.375,-1.3,1.068,97.398,30.00,2.00,-2.463,-0.7,6.055,1.060,100.00,6.00,-9.586,-2.5,2.777,-6.332,50.00,4.00,-49.125,3.3,0.905,-48.469,80.00,3.50,-97.938,0.2,-1.119,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3401,3.000,2.2,-6.344,-0.630,100.00,6.00,7.441,-0.1,-3.043,4.012,50.00,4.00,33.562,2.0,-1.160,32.739,80.00,3.50,95.375,-1.4,1.057,97.398,30.00,2.00,-2.453,3.5,6.113,1.060,100.00,6.00,-9.586,-0.6,2.904,-6.332,50.00,4.00,-49.125,-0.5,0.911,-48.469,80.00,3.50,-97.938,1.6,-1.104,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3421,3.006,4.7,-6.223,-0.630,100.00,6.00,7.438,-0.2,-3.061,4.012,50.00,4.00,33.562,0.8,-1.176,32.739,80.00,3.50,95.375,3.4,1.025,97.398,30.00,2.00,-2.457,2.3,6.008,1.060,100.00,6.00,-9.578,1.0,2.869,-6.332,50.00,4.00,-49.125,-1.1,0.900,-48.469,80.00,3.50,-97.938,1.6,-1.096,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3441,2.994,-1.8,-6.562,-0.630,100.00,6.00,7.430,-3.0,-3.023,4.012,50.00,4.00,33.562,-0.4,-1.106,32.739,80.00,3.50,95.375,6.1,1.030,97.398,30.00,2.00,-2.473,-5.2,6.246,1.060,100.00,6.00,-9.586,-1.2,2.684,-6.332,50.00,4.00,-49.125,0.4,0.981,-48.469,80.00,3.50,-97.938,-0.5,-1.133,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3461,2.994,-1.7,-6.184,-0.630,100.00,6.00,7.430,-2.5,-3.020,4.012,50.00,4.00,33.562,-1.1,-1.105,32.739,80.00,3.50,95.375,-3.2,1.017,97.398,30.00,2.00,-2.463,-0.1,6.316,1.060,100.00,6.00,-9.586,-1.9,2.961,-6.332,50.00,4.00,-49.125,1.1,0.917,-48.469,80.00,3.50,-97.938,0.1,-1.117,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3481,3.006,4.3,-6.344,-0.630,100.00,6.00,7.434,-0.9,-2.949,4.012,50.00,4.00,33.562,1.6,-1.146,32.739,80.00,3.50,95.375,1.6,1.026,97.398,30.00,2.00,-2.461,1.4,6.227,1.060,100.00,6.00,-9.586,-1.1,2.787,-6.332,50.00,4.00,-49.125,1.0,0.898,-48.469,80.00,3.50,-97.938,-2.0,-1.137,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3501,2.994,-0.5,-6.242,-0.630,100.00,6.00,7.434,-0.7,-2.945,4.012,50.00,4.00,33.562,1.9,-1.082,32.739,80.00,3.50,95.375,3.6,1.073,97.398,30.00,2.00,-2.467,-1.8,6.258,1.060,100.00,6.00,-9.586,-1.5,2.844,-6.332,50.00,4.00,-49.125,1.2,0.934,-48.469,80.00,3.50,-97.938,-1.8,-1.113,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3521,2.996,0.5,-6.273,-0.630,100.00,6.00,7.430,-1.7,-2.924,4.012,50.00,4.00,33.562,-0.1,-1.139,32.739,80.00,3.50,95.375,0.6,1.047,97.398,30.00,2.00,-2.453,4.1,6.320,1.060,100.00,6.00,-9.578,2.0,2.982,-6.332,50.00,4.00,-49.125,-2.1,0.974,-48.469,80.00,3.50,-97.938,-0.5,-1.136,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3541,3.006,4.8,-6.367,-0.630,100.00,6.00,7.441,1.4,-3.111,4.012,50.00,4.00,33.562,1.2,-1.173,32.739,80.00,3.50,95.375,0.8,1.061,97.398,30.00,2.00,-2.467,-2.9,6.008,1.060,100.00,6.00,-9.578,3.7,2.898,-6.332,50.00,4.00,-49.125,2.5,0.936,-48.469,80.00,3.50,-97.938,0.9,-1.127,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3561,3.004,3.0,-6.301,-0.630,100.00,6.00,7.430,-2.7,-2.941,4.012,50.00,4.00,33.562,2.4,-1.150,32.739,80.00,3.50,95.375,3.4,1.009,97.398,30.00,2.00,-2.469,-3.6,6.211,1.060,100.00,6.00,-9.578,0.9,2.746,-6.332,50.00,4.00,-49.125,-0.3,0.924,-48.469,80.00,3.50,-97.938,1.4,-1.124,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3581,3.010,6.2,-6.332,-0.630,100.00,6.00,7.441,2.0,-3.047,4.012,50.00,4.00,33.562,-2.0,-1.080,32.739,80.00,3.50,95.375,0.2,1.025,97.398,30.00,2.00,-2.463,-0.2,6.160,1.060,100.00,6.00,-9.578,-0.1,2.846,-6.332,50.00,4.00,-49.125,-2.2,0.949,-48.469,80.00,3.50,-97.938,1.1,-1.104,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3601,2.994,-1.5,-6.203,-0.630,100.00,6.00,7.430,-2.0,-2.936,4.012,50.00,4.00,33.562,0.6,-1.079,32.739,80.00,3.50,95.375,0.6,1.068,97.398,30.00,2.00,-2.451,6.0,6.352,1.060,100.00,6.00,-9.578,0.2,2.846,-6.332,50.00,4.00,-49.125,3.0,0.888,-48.469,80.00,3.50,-97.938,-0.2,-1.125,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3621,3.000,2.5,-6.160,-0.630,100.00,6.00,7.434,-0.1,-2.881,4.012,50.00,4.00,33.562,2.2,-1.128,32.739,80.00,3.50,95.375,1.1,1.021,97.398,30.00,2.00,-2.463,-0.7,6.238,1.060,100.00,6.00,-9.586,-2.8,2.838,-6.332,50.00,4.00,-49.125,2.4,0.911,-48.469,80.00,3.50,-97.938,1.1,-1.146,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3641,2.994,-1.0,-6.301,-0.630,100.00,6.00,7.434,-0.3,-2.951,4.012,50.00,4.00,33.562,-3.3,-1.071,32.739,80.00,3.50,95.375,-0.3,1.047,97.398,30.00,2.00,-2.461,1.0,6.129,1.060,100.00,6.00,-9.578,-0.0,2.818,-6.332,50.00,4.00,-49.156,-4.8,1.014,-48.469,80.00,3.50,-97.938,-1.6,-1.123,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3661,3.000,2.1,-6.262,-0.630,100.00,6.00,7.438,0.1,-3.100,4.012,50.00,4.00,33.562,2.2,-1.130,32.739,80.00,3.50,95.375,1.1,1.073,97.398,30.00,2.00,-2.461,1.3,6.328,1.060,100.00,6.00,-9.578,-2.0,2.811,-6.332,50.00,4.00,-49.125,0.2,0.962,-48.469,80.00,3.50,-97.938,-1.3,-1.097,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3681,2.990,-2.1,-6.102,-0.630,100.00,6.00,7.438,1.6,-2.938,4.012,50.00,4.00,33.562,4.6,-1.160,32.739,80.00,3.50,95.375,0.0,1.073,97.398,30.00,2.00,-2.457,2.0,6.066,1.060,100.00,6.00,-9.578,1.7,2.873,-6.332,50.00,4.00,-49.125,-1.5,0.889,-48.469,80.00,3.50,-97.938,0.1,-1.106,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3701,3.010,6.3,-6.410,-0.630,100.00,6.00,7.445,4.3,-2.920,4.012,50.00,4.00,33.562,-0.5,-1.123,32.739,80.00,3.50,95.375,-0.1,1.022,97.398,30.00,2.00,-2.461,-0.0,6.176,1.060,100.00,6.00,-9.594,-4.3,2.855,-6.332,50.00,4.00,-49.125,-0.3,0.857,-48.469,80.00,3.50,-97.938,1.2,-1.156,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3721,2.994,-1.4,-6.230,-0.630,100.00,6.00,7.434,-0.7,-3.008,4.012,50.00,4.00,33.562,-2.7,-1.025,32.739,80.00,3.50,95.375,1.1,1.012,97.398,30.00,2.00,-2.463,-0.3,6.355,1.060,100.00,6.00,-9.578,-0.7,2.742,-6.332,50.00,4.00,-49.125,-2.0,0.846,-48.469,80.00,3.50,-97.938,-1.4,-1.110,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3741,3.000,1.5,-6.234,-0.630,100.00,6.00,7.438,1.3,-2.939,4.012,50.00,4.00,33.562,-1.0,-1.065,32.739,80.00,3.50,95.375,0.6,0.981,97.398,30.00,2.00,-2.463,-0.7,5.957,1.060,100.00,6.00,-9.578,-0.5,2.797,-6.332,50.00,4.00,-49.125,4.2,0.909,-48.469,80.00,3.50,-97.875,4.1,-1.148,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3761,2.990,-2.2,-6.270,-0.630,100.00,6.00,7.449,7.6,-3.000,4.012,50.00,4.00,33.562,0.5,-1.131,32.739,80.00,3.50,95.375,1.5,0.995,97.398,30.00,2.00,-2.469,-4.0,6.098,1.060,100.00,6.00,-9.586,-1.4,2.900,-6.332,50.00,4.00,-49.125,5.1,0.944,-48.469,80.00,3.50,-97.938,1.1,-1.127,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3781,3.000,2.5,-6.305,-0.630,100.00,6.00,7.430,-3.0,-3.016,4.012,50.00,4.00,33.562,-1.2,-1.166,32.739,80.00,3.50,95.375,4.7,1.098,97.398,30.00,2.00,-2.461,0.7,6.023,1.060,100.00,6.00,-9.578,0.8,2.715,-6.332,50.00,4.00,-49.125,-0.6,1.006,-48.469,80.00,3.50,-97.938,-1.8,-1.104,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3801,2.994,-1.4,-6.320,-0.630,100.00,6.00,7.438,1.2,-3.029,4.012,50.00,4.00,33.562,-2.1,-1.198,32.739,80.00,3.50,95.375,2.6,1.055,97.398,30.00,2.00,-2.467,-2.3,6.066,1.060,100.00,6.00,-9.578,-0.2,2.879,-6.332,50.00,4.00,-49.125,2.6,0.986,-48.469,80.00,3.50,-97.938,1.5,-1.031,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3821,2.996,0.2,-6.375,-0.630,100.00,6.00,7.445,4.4,-2.969,4.012,50.00,4.00,33.562,-0.7,-1.066,32.739,80.00,3.50,95.375,-1.4,1.075,97.398,30.00,2.00,-2.447,6.8,6.023,1.060,100.00,6.00,-9.594,-4.7,2.873,-6.332,50.00,4.00,-49.125,1.4,0.912,-48.469,80.00,3.50,-97.938,-1.5,-1.074,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3841,2.994,-1.5,-6.523,-0.630,100.00,6.00,7.430,-3.1,-3.004,4.012,50.00,4.00,33.562,-1.3,-1.140,32.739,80.00,3.50,95.375,-1.2,1.058,97.398,30.00,2.00,-2.461,0.3,6.094,1.060,100.00,6.00,-9.578,1.2,2.791,-6.332,50.00,4.00,-49.125,-0.7,0.888,-48.469,80.00,3.50,-97.938,-2.9,-1.105,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3861,2.994,-0.7,-6.258,-0.630,100.00,6.00,7.430,-3.1,-2.961,4.012,50.00,4.00,33.562,-4.2,-1.135,32.739,80.00,3.50,95.375,2.1,1.069,97.398,30.00,2.00,-2.457,2.4,6.227,1.060,100.00,6.00,-9.578,1.8,2.818,-6.332,50.00,4.00,-49.125,-1.5,0.994,-48.469,80.00,3.50,-97.938,1.3,-1.136,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3881,2.994,-1.3,-6.457,-0.630,100.00,6.00,7.430,-2.1,-2.961,4.012,50.00,4.00,33.562,3.3,-1.183,32.739,80.00,3.50,95.375,1.5,1.094,97.398,30.00,2.00,-2.461,0.7,6.129,1.060,100.00,6.00,-9.586,-2.6,2.799,-6.332,50.00,4.00,-49.125,-3.4,0.906,-48.469,80.00,3.50,-97.938,1.0,-1.118,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
