t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
2.3901,2.990,-2.8,-6.324,-0.630,100.00,6.00,7.430,-1.6,-2.932,4.012,50.00,4.00,33.562,-4.7,-1.113,32.739,80.00,3.50,95.375,-1.7,1.044,97.398,30.00,2.00,-2.463,-0.4,6.164,1.060,100.00,6.00,-9.578,0.8,2.859,-6.332,50.00,4.00,-49.125,2.7,0.961,-48.469,80.00,3.50,-97.938,1.2,-1.137,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3921,2.990,-2.8,-6.508,-0.630,100.00,6.00,7.434,-0.4,-3.027,4.012,50.00,4.00,33.562,-0.4,-1.072,32.739,80.00,3.50,95.375,-2.1,0.976,97.398,30.00,2.00,-2.461,0.5,6.117,1.060,100.00,6.00,-9.578,0.0,2.779,-6.332,50.00,4.00,-49.125,-0.2,0.965,-48.469,80.00,3.50,-97.938,1.3,-1.145,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3941,2.996,0.1,-6.312,-0.630,100.00,6.00,7.430,-1.6,-2.898,4.012,50.00,4.00,33.562,-3.8,-1.162,32.739,80.00,3.50,95.375,-2.1,1.061,97.398,30.00,2.00,-2.457,2.2,6.043,1.060,100.00,6.00,-9.586,-2.4,2.857,-6.332,50.00,4.00,-49.125,-0.6,0.924,-48.469,80.00,3.50,-97.938,1.2,-1.093,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3961,2.994,-1.1,-6.395,-0.630,100.00,6.00,7.434,-0.9,-3.031,4.012,50.00,4.00,33.562,-0.5,-1.143,32.739,80.00,3.50,95.375,-1.6,1.062,97.398,30.00,2.00,-2.461,0.5,6.176,1.060,100.00,6.00,-9.578,1.1,2.904,-6.332,50.00,4.00,-49.125,-3.4,0.917,-48.469,80.00,3.50,-97.938,1.5,-1.071,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.3981,2.996,0.5,-6.438,-0.630,100.00,6.00,7.434,-1.4,-2.949,4.012,50.00,4.00,33.562,-2.0,-1.112,32.739,80.00,3.50,95.375,1.4,1.026,97.398,30.00,2.00,-2.457,2.5,6.172,1.060,100.00,6.00,-9.586,-2.4,2.695,-6.332,50.00,4.00,-49.125,0.7,1.032,-48.469,80.00,3.50,-97.938,-1.4,-1.103,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4001,3.000,2.2,-6.258,-0.630,100.00,6.00,7.445,3.5,-2.926,4.012,50.00,4.00,33.562,1.3,-1.186,32.739,80.00,3.50,95.375,-1.4,1.082,97.398,30.00,2.00,-2.467,-2.0,6.172,1.060,100.00,6.00,-9.586,-2.4,2.869,-6.332,50.00,4.00,-49.125,3.1,0.883,-48.469,80.00,3.50,-97.938,0.7,-1.080,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4021,2.994,-1.0,-6.371,-0.630,100.00,6.00,7.430,-2.1,-2.949,4.012,50.00,4.00,33.562,-1.7,-1.120,32.739,80.00,3.50,95.375,1.3,1.038,97.398,30.00,2.00,-2.463,-0.2,6.066,1.060,100.00,6.00,-9.570,3.5,2.855,-6.332,50.00,4.00,-49.125,-1.7,0.900,-48.469,80.00,3.50,-97.938,-1.0,-1.116,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4041,3.010,6.0,-6.355,-0.630,100.00,6.00,7.434,-0.3,-3.070,4.012,50.00,4.00,33.562,1.6,-1.139,32.739,80.00,3.50,95.375,4.2,1.033,97.398,30.00,2.00,-2.469,-3.4,6.113,1.060,100.00,6.00,-9.578,-0.5,2.859,-6.332,50.00,4.00,-49.125,3.3,0.975,-48.469,80.00,3.50,-97.938,1.6,-1.118,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4061,2.990,-3.4,-6.332,-0.630,100.00,6.00,7.434,-1.1,-3.010,4.012,50.00,4.00,33.562,-1.0,-1.119,32.739,80.00,3.50,95.375,-2.8,1.075,97.398,30.00,2.00,-2.463,-0.0,6.273,1.060,100.00,6.00,-9.578,-0.5,2.861,-6.332,50.00,4.00,-49.125,4.4,1.001,-48.469,80.00,3.50,-97.938,-1.9,-1.150,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4081,2.994,-1.5,-6.520,-0.630,100.00,6.00,7.445,4.2,-2.943,4.012,50.00,4.00,33.562,2.3,-1.089,32.739,80.00,3.50,95.375,-0.5,1.017,97.398,30.00,2.00,-2.467,-1.5,6.332,1.060,100.00,6.00,-9.578,2.5,2.879,-6.332,50.00,4.00,-49.125,-1.7,0.945,-48.469,80.00,3.50,-97.938,-1.6,-1.103,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4101,2.996,1.1,-6.254,-0.630,100.00,6.00,7.438,1.1,-2.998,4.012,50.00,4.00,33.562,4.8,-1.230,32.739,80.00,3.50,95.375,-3.0,1.056,97.398,30.00,2.00,-2.457,2.9,6.133,1.060,100.00,6.00,-9.578,-0.9,2.871,-6.332,50.00,4.00,-49.125,1.9,0.880,-48.469,80.00,3.50,-97.938,-0.0,-1.106,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4121,3.006,5.4,-6.277,-0.630,100.00,6.00,7.438,1.2,-2.885,4.012,50.00,4.00,33.562,-2.0,-1.089,32.739,80.00,3.50,95.375,-1.6,1.030,97.398,30.00,2.00,-2.469,-2.9,6.047,1.060,100.00,6.00,-9.578,-0.2,2.713,-6.332,50.00,4.00,-49.125,4.7,1.054,-48.469,80.00,3.50,-97.938,1.0,-1.105,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4141,2.994,-1.1,-6.293,-0.630,100.00,6.00,7.430,-1.7,-3.033,4.012,50.00,4.00,33.562,-1.0,-1.154,32.739,80.00,3.50,95.375,-0.8,1.027,97.398,30.00,2.00,-2.463,-0.4,6.156,1.060,100.00,6.00,-9.578,1.9,2.842,-6.332,50.00,4.00,-49.125,-1.7,0.894,-48.469,80.00,3.50,-97.938,-0.2,-1.142,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4161,2.990,-3.0,-6.336,-0.630,100.00,6.00,7.430,-3.2,-3.184,4.012,50.00,4.00,33.562,-2.5,-1.146,32.739,80.00,3.50,95.375,2.4,0.997,97.398,30.00,2.00,-2.457,2.6,6.215,1.060,100.00,6.00,-9.578,1.8,2.877,-6.332,50.00,4.00,-49.125,2.9,0.989,-48.469,80.00,3.50,-97.938,-3.5,-1.140,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4181,2.996,0.4,-6.414,-0.630,100.00,6.00,7.434,-0.5,-2.928,4.012,50.00,4.00,33.562,-0.7,-1.169,32.739,80.00,3.50,95.375,-1.3,0.993,97.398,30.00,2.00,-2.463,-0.3,6.168,1.060,100.00,6.00,-9.586,-2.9,2.873,-6.332,50.00,4.00,-49.125,3.1,0.951,-48.469,80.00,3.50,-97.938,1.6,-1.104,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4201,2.996,0.6,-6.379,-0.630,100.00,6.00,7.434,-0.0,-2.977,4.012,50.00,4.00,33.562,0.5,-1.214,32.739,80.00,3.50,95.375,1.9,1.033,97.398,30.00,2.00,-2.469,-3.5,6.168,1.060,100.00,6.00,-9.578,-0.9,2.816,-6.332,50.00,4.00,-49.125,-3.7,0.915,-48.469,80.00,3.50,-97.938,-3.2,-1.128,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4221,2.996,0.3,-6.234,-0.630,100.00,6.00,7.434,-0.6,-3.037,4.012,50.00,4.00,33.562,3.4,-1.177,32.739,80.00,3.50,95.375,1.1,1.049,97.398,30.00,2.00,-2.461,0.2,6.027,1.060,100.00,6.00,-9.578,2.2,2.869,-6.332,50.00,4.00,-49.125,-1.8,1.002,-48.469,80.00,3.50,-97.938,-1.0,-1.106,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4241,2.996,0.4,-6.258,-0.630,100.00,6.00,7.434,-0.4,-2.977,4.012,50.00,4.00,33.562,-2.4,-1.069,32.739,80.00,3.50,95.375,-0.6,1.008,97.398,30.00,2.00,-2.457,1.5,6.281,1.060,100.00,6.00,-9.578,-1.6,2.773,-6.332,50.00,4.00,-49.125,-0.4,0.858,-48.469,80.00,3.50,-97.938,-3.1,-1.137,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4261,3.004,3.3,-6.473,-0.630,100.00,6.00,7.430,-1.7,-3.043,4.012,50.00,4.00,33.562,4.3,-1.090,32.739,80.00,3.50,95.375,0.7,1.013,97.398,30.00,2.00,-2.461,0.4,6.086,1.060,100.00,6.00,-9.578,-1.8,2.793,-6.332,50.00,4.00,-49.125,1.3,0.966,-48.469,80.00,3.50,-97.938,1.9,-1.107,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4281,2.990,-1.9,-6.230,-0.630,100.00,6.00,7.430,-1.4,-3.057,4.012,50.00,4.00,33.562,1.0,-1.153,32.739,80.00,3.50,95.375,1.2,1.029,97.398,30.00,2.00,-2.457,2.5,6.113,1.060,100.00,6.00,-9.578,0.1,2.939,-6.332,50.00,4.00,-49.125,-0.4,0.980,-48.469,80.00,3.50,-97.938,-1.3,-1.116,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4301,2.996,0.8,-6.297,-0.630,100.00,6.00,7.426,-3.5,-2.926,4.012,50.00,4.00,33.562,-0.1,-1.068,32.739,80.00,3.50,95.375,0.5,1.089,97.398,30.00,2.00,-2.469,-3.6,5.953,1.060,100.00,6.00,-9.578,-0.7,2.875,-6.332,50.00,4.00,-49.125,1.0,1.018,-48.469,80.00,3.50,-97.938,-0.0,-1.140,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4321,2.996,0.3,-6.340,-0.630,100.00,6.00,7.434,1.0,-2.959,4.012,50.00,4.00,33.562,0.8,-1.148,32.739,80.00,3.50,95.375,-2.9,1.056,97.398,30.00,2.00,-2.461,1.0,6.133,1.060,100.00,6.00,-9.570,4.8,2.896,-6.332,50.00,4.00,-49.125,0.9,0.909,-48.469,80.00,3.50,-97.938,1.5,-1.138,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4341,3.000,2.1,-6.332,-0.630,100.00,6.00,7.430,-1.1,-2.961,4.012,50.00,4.00,33.562,2.5,-1.083,32.739,80.00,3.50,95.375,-1.9,1.068,97.398,30.00,2.00,-2.461,0.1,6.219,1.060,100.00,6.00,-9.578,1.8,2.830,-6.332,50.00,4.00,-49.125,-1.7,0.970,-48.469,80.00,3.50,-97.938,-0.5,-1.114,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4361,2.996,0.0,-6.430,-0.630,100.00,6.00,7.438,2.4,-2.941,4.012,50.00,4.00,33.562,-2.7,-1.197,32.739,80.00,3.50,95.375,1.2,1.086,97.398,30.00,2.00,-2.469,-2.9,6.449,1.060,100.00,6.00,-9.578,-1.7,2.791,-6.332,50.00,4.00,-49.125,2.7,1.021,-48.469,80.00,3.50,-97.938,2.0,-1.083,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4381,2.994,-1.2,-6.328,-0.630,100.00,6.00,7.434,0.7,-3.023,4.012,50.00,4.00,33.562,1.1,-1.085,32.739,80.00,3.50,95.375,-1.8,1.052,97.398,30.00,2.00,-2.461,1.2,6.086,1.060,100.00,6.00,-9.578,-1.3,2.910,-6.332,50.00,4.00,-49.125,-0.9,0.865,-48.469,80.00,3.50,-97.938,-0.2,-1.151,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4401,3.010,7.4,-6.125,-0.630,100.00,6.00,7.438,1.5,-2.971,4.012,50.00,4.00,33.562,1.4,-1.119,32.739,80.00,3.50,95.375,-0.6,1.030,97.398,30.00,2.00,-2.453,3.6,6.168,1.060,100.00,6.00,-9.586,-2.8,2.799,-6.332,50.00,4.00,-49.125,-1.9,0.922,-48.469,80.00,3.50,-97.875,3.4,-1.104,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4421,2.994,-1.4,-6.547,-0.630,100.00,6.00,7.438,2.4,-2.854,4.012,50.00,4.00,33.562,-1.7,-1.090,32.739,80.00,3.50,95.375,-2.2,1.044,97.398,30.00,2.00,-2.453,3.4,6.230,1.060,100.00,6.00,-9.578,1.0,2.902,-6.332,50.00,4.00,-49.125,-0.1,0.994,-48.469,80.00,3.50,-97.938,-0.0,-1.121,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4441,2.994,-1.6,-6.430,-0.630,100.00,6.00,7.438,2.1,-3.051,4.012,50.00,4.00,33.562,4.2,-1.149,32.739,80.00,3.50,95.375,1.2,1.023,97.398,30.00,2.00,-2.467,-2.3,6.254,1.060,100.00,6.00,-9.586,-2.5,2.871,-6.332,50.00,4.00,-49.125,-0.1,0.904,-48.469,80.00,3.50,-97.938,-0.9,-1.116,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4461,3.000,1.0,-6.453,-0.630,100.00,6.00,7.438,1.3,-3.096,4.012,50.00,4.00,33.562,-0.3,-1.104,32.739,80.00,3.50,95.375,1.0,1.054,97.398,30.00,2.00,-2.463,0.2,6.250,1.060,100.00,6.00,-9.578,1.4,2.879,-6.332,50.00,4.00,-49.125,2.2,0.851,-48.469,80.00,3.50,-97.938,1.5,-1.115,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4481,2.990,-3.2,-6.242,-0.630,100.00,6.00,7.430,-1.3,-2.969,4.012,50.00,4.00,33.562,-0.5,-1.129,32.739,80.00,3.50,95.375,-1.8,1.072,97.398,30.00,2.00,-2.467,-1.6,6.051,1.060,100.00,6.00,-9.570,2.1,2.779,-6.332,50.00,4.00,-49.125,-0.3,0.968,-48.469,80.00,3.50,-97.938,0.5,-1.091,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4501,2.996,0.6,-6.227,-0.630,100.00,6.00,7.434,0.8,-2.912,4.012,50.00,4.00,33.562,0.2,-1.096,32.739,80.00,3.50,95.375,2.4,1.083,97.398,30.00,2.00,-2.463,-0.6,6.055,1.060,100.00,6.00,-9.578,-1.8,2.877,-6.332,50.00,4.00,-49.125,0.5,0.755,-48.469,80.00,3.50,-97.938,1.7,-1.133,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4521,2.996,1.2,-6.117,-0.630,100.00,6.00,7.438,1.6,-3.117,4.012,50.00,4.00,33.562,-1.0,-1.138,32.739,80.00,3.50,95.375,-0.1,1.068,97.398,30.00,2.00,-2.463,-0.9,6.023,1.060,100.00,6.00,-9.570,2.9,2.756,-6.332,50.00,4.00,-49.125,1.2,0.985,-48.469,80.00,3.50,-97.938,-0.2,-1.116,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4541,2.996,-0.3,-6.523,-0.630,100.00,6.00,7.434,0.3,-3.090,4.012,50.00,4.00,33.562,1.4,-1.126,32.739,80.00,3.50,95.375,-2.4,1.021,97.398,30.00,2.00,-2.463,-1.0,6.043,1.060,100.00,6.00,-9.578,-0.3,2.844,-6.332,50.00,4.00,-49.125,2.3,0.908,-48.469,80.00,3.50,-97.938,-0.6,-1.129,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4561,3.000,1.9,-6.340,-0.630,100.00,6.00,7.430,-1.9,-2.982,4.012,50.00,4.00,33.562,-0.7,-1.174,32.739,80.00,3.50,95.375,0.8,1.058,97.398,30.00,2.00,-2.463,-0.8,6.105,1.060,100.00,6.00,-9.578,-2.3,2.773,-6.332,50.00,4.00,-49.125,-0.8,0.917,-48.469,80.00,3.50,-97.938,-1.8,-1.117,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4581,2.996,0.7,-6.324,-0.630,100.00,6.00,7.430,-0.7,-3.047,4.012,50.00,4.00,33.562,0.1,-1.120,32.739,80.00,3.50,95.375,-0.6,1.029,97.398,30.00,2.00,-2.467,-2.6,6.176,1.060,100.00,6.00,-9.570,2.0,2.795,-6.332,50.00,4.00,-49.125,-1.2,1.011,-48.469,80.00,3.50,-97.938,1.5,-1.098,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4601,2.994,-0.8,-6.398,-0.630,100.00,6.00,7.430,-1.7,-3.104,4.012,50.00,4.00,33.531,-4.8,-1.203,32.739,80.00,3.50,95.375,0.7,1.070,97.398,30.00,2.00,-2.457,2.6,6.082,1.060,100.00,6.00,-9.586,-4.1,2.729,-6.332,50.00,4.00,-49.125,0.8,0.897,-48.469,80.00,3.50,-97.938,1.6,-1.105,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4621,3.000,2.2,-6.320,-0.630,100.00,6.00,7.430,-2.7,-2.994,4.012,50.00,4.00,33.562,-0.2,-1.141,32.739,80.00,3.50,95.375,-2.6,0.997,97.398,30.00,2.00,-2.461,1.4,6.156,1.060,100.00,6.00,-9.570,2.2,2.859,-6.332,50.00,4.00,-49.125,-0.6,0.944,-48.469,80.00,3.50,-97.938,-1.1,-1.126,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4641,2.990,-2.0,-6.320,-0.630,100.00,6.00,7.430,-1.9,-2.828,4.012,50.00,4.00,33.531,-4.7,-1.077,32.739,80.00,3.50,95.375,-1.0,0.993,97.398,30.00,2.00,-2.453,3.5,6.148,1.060,100.00,6.00,-9.578,-0.8,2.783,-6.332,50.00,4.00,-49.125,-0.2,0.952,-48.469,80.00,3.50,-97.938,1.5,-1.141,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4661,3.000,1.4,-6.582,-0.630,100.00,6.00,7.430,-1.3,-2.840,4.012,50.00,4.00,33.562,-0.1,-1.145,32.739,80.00,3.50,95.375,0.7,1.060,97.398,30.00,2.00,-2.461,1.0,6.086,1.060,100.00,6.00,-9.578,-1.5,2.723,-6.332,50.00,4.00,-49.125,-2.0,0.938,-48.469,80.00,3.50,-97.938,1.4,-1.127,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4681,2.996,1.2,-6.191,-0.630,100.00,6.00,7.438,2.8,-2.930,4.012,50.00,4.00,33.562,1.3,-1.182,32.739,80.00,3.50,95.375,5.5,1.081,97.398,30.00,2.00,-2.461,0.8,6.270,1.060,100.00,6.00,-9.570,2.0,2.867,-6.332,50.00,4.00,-49.125,-0.6,0.934,-48.469,80.00,3.50,-97.938,-1.8,-1.147,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4701,2.996,1.0,-6.305,-0.630,100.00,6.00,7.430,-1.7,-3.018,4.012,50.00,4.00,33.562,2.3,-1.061,32.739,80.00,3.50,95.375,1.2,1.051,97.398,30.00,2.00,-2.457,2.7,6.156,1.060,100.00,6.00,-9.578,0.8,2.791,-6.332,50.00,4.00,-49.125,0.7,0.943,-48.469,80.00,3.50,-97.938,2.1,-1.097,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4721,2.988,-3.3,-6.469,-0.630,100.00,6.00,7.430,-1.5,-2.988,4.012,50.00,4.00,33.562,-3.2,-1.095,32.739,80.00,3.50,95.375,-0.8,1.065,97.398,30.00,2.00,-2.463,-0.8,5.996,1.060,100.00,6.00,-9.570,2.1,2.871,-6.332,50.00,4.00,-49.125,2.8,0.958,-48.469,80.00,3.50,-97.938,1.7,-1.130,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4741,2.990,-2.0,-6.375,-0.630,100.00,6.00,7.430,-1.7,-3.031,4.012,50.00,4.00,33.562,-0.4,-1.130,32.739,80.00,3.50,95.375,2.3,1.036,97.398,30.00,2.00,-2.461,0.0,6.121,1.060,100.00,6.00,-9.578,0.4,2.910,-6.332,50.00,4.00,-49.125,-0.0,0.937,-48.469,80.00,3.50,-97.875,4.6,-1.082,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4761,2.994,-0.5,-6.277,-0.630,100.00,6.00,7.430,-1.7,-2.941,4.012,50.00,4.00,33.562,-1.6,-1.044,32.739,80.00,3.50,95.375,0.0,1.049,97.398,30.00,2.00,-2.463,-0.9,6.164,1.060,100.00,6.00,-9.570,2.0,2.934,-6.332,50.00,4.00,-49.125,-0.1,0.977,-48.469,80.00,3.50,-97.938,1.8,-1.138,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4781,2.990,-2.0,-6.184,-0.630,100.00,6.00,7.438,2.5,-3.035,4.012,50.00,4.00,33.562,-0.1,-1.126,32.739,80.00,3.50,95.375,-0.0,1.051,97.398,30.00,2.00,-2.457,1.2,6.227,1.060,100.00,6.00,-9.578,-2.9,2.736,-6.332,50.00,4.00,-49.125,-0.9,0.885,-48.469,80.00,3.50,-97.938,-1.1,-1.102,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4801,2.994,0.2,-6.320,-0.630,100.00,6.00,7.430,-0.4,-2.979,4.012,50.00,4.00,33.562,-0.7,-1.212,32.739,80.00,3.50,95.375,-1.4,1.051,97.398,30.00,2.00,-2.461,0.3,6.008,1.060,100.00,6.00,-9.570,2.3,2.836,-6.332,50.00,4.00,-49.125,-3.2,0.968,-48.469,80.00,3.50,-97.938,0.9,-1.114,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4821,2.996,1.7,-6.477,-0.630,100.00,6.00,7.434,1.5,-2.875,4.012,50.00,4.00,33.562,-1.8,-1.157,32.739,80.00,3.50,95.375,0.8,1.045,97.398,30.00,2.00,-2.467,-2.2,6.281,1.060,100.00,6.00,-9.578,0.6,2.910,-6.332,50.00,4.00,-49.125,-0.6,0.888,-48.469,80.00,3.50,-97.938,-4.1,-1.091,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4841,2.994,-0.6,-6.234,-0.630,100.00,6.00,7.434,1.5,-2.908,4.012,50.00,4.00,33.562,0.2,-1.139,32.739,80.00,3.50,95.375,-0.5,1.000,97.398,30.00,2.00,-2.467,-1.7,6.109,1.060,100.00,6.00,-9.578,0.1,2.820,-6.332,50.00,4.00,-49.125,-2.0,0.934,-48.469,80.00,3.50,-97.938,1.8,-1.102,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4861,3.000,2.4,-6.441,-0.630,100.00,6.00,7.434,1.4,-3.061,4.012,50.00,4.00,33.562,1.6,-1.151,32.739,80.00,3.50,95.375,-2.2,1.005,97.398,30.00,2.00,-2.463,-1.5,6.023,1.060,100.00,6.00,-9.578,-2.5,2.916,-6.332,50.00,4.00,-49.125,1.3,1.004,-48.469,80.00,3.50,-97.938,-1.4,-1.131,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4881,2.988,-3.2,-6.398,-0.630,100.00,6.00,7.434,1.3,-2.965,4.012,50.00,4.00,33.562,-0.2,-1.179,32.739,80.00,3.50,95.375,-1.3,1.014,97.398,30.00,2.00,-2.453,3.0,6.074,1.060,100.00,6.00,-9.578,0.4,2.820,-6.332,50.00,4.00,-49.125,-0.8,0.975,-48.469,80.00,3.50,-97.938,0.6,-1.092,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4901,2.996,1.7,-6.496,-0.630,100.00,6.00,7.434,1.3,-2.939,4.012,50.00,4.00,33.562,0.4,-1.058,32.739,80.00,3.50,95.375,-1.8,1.076,97.398,30.00,2.00,-2.461,0.3,6.332,1.060,100.00,6.00,-9.570,2.0,2.820,-6.332,50.00,4.00,-49.125,3.8,0.954,-48.469,80.00,3.50,-97.938,0.8,-1.084,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
2.4921,2.990,-1.4,-6.203,-0.630,100.00,6.00,7.430,-0.6,-3.004,4.012,50.00,4.00,33.562,0.7,-1.124,32.739,80.00,3.50,95.375,2.4,1.032,97.398,30.00,2.00,-2.463,-1.0,6.203,1.060,100.00,6.00,-9.578,-3.0,2.812,-6.332,50.00,4.00,-49.125,1.7,0.954,-48.469,80.00,3.50,-97.938,0.4,-1.106,-100.068,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
