t,pct,split,q0,q1,q2,q3,q4,q5,q6,q7,cmd0,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,ff0,ff1,ff2,ff3,ff4,ff5,ff6,ff7
349.291,95.7,50.0,3.012,11.461,36.688,83.750,-2.395,-13.672,-52.500,-86.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.094,-1.718,0.072,-0.536,4.703,1.429,0.178,0.353,-1.110,4.919,0.513,8.829,1.180,5.034,0.554,8.829
349.393,96.7,50.0,3.020,11.508,36.719,83.688,-2.395,-13.680,-52.531,-86.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,-1.622,0.061,-0.538,4.723,1.436,0.142,0.366,-1.117,4.951,0.506,8.917,1.192,5.083,0.556,8.917
349.495,97.8,50.0,3.051,11.562,36.781,83.562,-2.398,-13.695,-52.562,-85.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.289,-1.739,-0.007,-0.546,4.762,1.276,0.144,0.290,-1.110,4.981,0.497,9.002,1.198,5.112,0.538,8.990
349.595,98.8,50.0,3.045,11.727,36.812,83.312,-2.395,-13.703,-52.562,-85.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.355,-1.805,0.135,-0.311,4.656,1.303,0.046,0.379,-1.121,4.945,0.439,9.074,1.212,5.160,0.541,9.081
349.697,99.8,50.0,3.051,11.812,36.812,83.188,-2.398,-13.734,-52.594,-85.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.266,-1.961,0.048,-0.505,5.086,1.284,-0.043,0.395,-1.128,4.947,0.407,9.157,1.222,5.203,0.541,9.173
349.799,100.0,50.0,3.057,11.836,36.812,83.188,-2.395,-13.789,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.367,-1.828,0.227,-0.456,4.879,1.369,-0.039,0.410,-1.127,4.947,0.400,9.176,1.226,5.185,0.520,9.188
349.901,100.0,50.0,3.061,11.836,36.844,83.125,-2.406,-13.773,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.145,-1.814,0.109,-0.463,4.898,1.340,0.051,0.399,-1.124,4.948,0.402,9.172,1.220,5.192,0.526,9.188
350.001,100.0,50.0,3.072,11.836,36.844,83.125,-2.398,-13.781,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.250,-1.902,0.188,-0.481,4.816,1.355,-0.017,0.390,-1.117,4.948,0.402,9.172,1.224,5.189,0.523,9.188
350.103,100.0,50.0,3.062,11.844,36.844,83.125,-2.391,-13.789,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.207,-1.827,0.103,-0.506,4.445,1.355,0.056,0.397,-1.123,4.945,0.399,9.172,1.228,5.185,0.520,9.188
350.203,100.0,50.0,3.072,11.836,36.844,83.125,-2.389,-13.789,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,-1.972,0.163,-0.408,4.766,1.422,0.071,0.327,-1.117,4.948,0.402,9.172,1.229,5.185,0.520,9.188
350.303,100.0,50.0,3.057,11.836,36.844,83.125,-2.389,-13.789,-52.625,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.316,-1.918,0.130,-0.486,5.020,1.309,0.042,0.399,-1.126,4.948,0.402,9.173,1.229,5.190,0.526,9.188
350.405,100.0,50.0,3.066,11.844,36.844,83.125,-2.391,-13.797,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.309,-1.909,0.105,-0.456,4.730,1.362,0.046,0.360,-1.121,4.945,0.399,9.172,1.228,5.181,0.518,9.187
350.507,100.0,50.0,3.068,11.844,36.844,83.125,-2.404,-13.797,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.406,-1.806,0.091,-0.455,4.977,1.344,0.039,0.385,-1.119,4.945,0.399,9.172,1.221,5.181,0.518,9.187
350.607,100.0,50.0,3.066,11.836,36.844,83.125,-2.404,-13.789,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.312,-1.816,0.139,-0.485,4.879,1.334,-0.049,0.410,-1.121,4.948,0.402,9.172,1.221,5.185,0.520,9.188
350.707,100.0,50.0,3.057,11.836,36.844,83.125,-2.395,-13.797,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.371,-1.833,0.103,-0.463,4.863,1.312,0.041,0.386,-1.126,4.948,0.402,9.173,1.226,5.181,0.518,9.187
350.809,100.0,50.0,3.062,11.836,36.844,83.125,-2.391,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,-1.861,0.101,-0.515,4.941,1.341,0.038,0.390,-1.123,4.948,0.402,9.172,1.228,5.177,0.515,9.187
350.911,100.0,50.0,3.061,11.844,36.844,83.062,-2.395,-13.797,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,-1.939,0.103,-0.460,4.875,1.310,0.065,0.391,-1.123,4.941,0.396,9.169,1.226,5.181,0.518,9.187
351.011,100.0,50.0,3.072,11.844,36.844,83.062,-2.395,-13.797,-52.625,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.273,-2.002,0.156,-0.445,5.043,1.316,0.124,0.370,-1.117,4.941,0.396,9.169,1.226,5.186,0.523,9.187
351.111,100.0,50.0,3.061,11.844,36.844,83.062,-2.391,-13.797,-52.594,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.434,-1.920,0.102,-0.488,4.785,1.245,0.091,0.365,-1.123,4.941,0.396,9.169,1.227,5.178,0.514,9.184
351.213,100.0,50.0,3.068,11.828,36.844,83.062,-2.385,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.219,-1.898,0.170,-0.458,4.891,1.351,0.047,0.392,-1.119,4.949,0.401,9.170,1.231,5.177,0.515,9.187
351.313,100.0,50.0,3.062,11.844,36.844,83.062,-2.400,-13.797,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.199,-1.827,0.138,-0.451,4.992,1.382,-0.010,0.397,-1.122,4.941,0.396,9.169,1.223,5.181,0.518,9.187
351.415,100.0,50.0,3.072,11.844,36.844,83.062,-2.404,-13.805,-52.625,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.367,-1.792,0.126,-0.429,5.023,1.287,-0.000,0.381,-1.117,4.941,0.396,9.169,1.220,5.182,0.521,9.187
351.517,100.0,50.0,3.066,11.844,36.844,83.062,-2.398,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.496,-1.812,0.100,-0.516,4.895,1.377,0.054,0.365,-1.120,4.941,0.396,9.169,1.224,5.177,0.515,9.187
351.619,100.0,50.0,3.088,11.836,36.844,83.062,-2.400,-13.805,-52.594,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.375,-1.880,0.070,-0.433,4.883,1.386,0.013,0.349,-1.108,4.945,0.398,9.169,1.222,5.174,0.511,9.184
351.719,100.0,50.0,3.072,11.844,36.844,83.062,-2.404,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.559,-1.875,0.131,-0.407,4.895,1.321,0.092,0.385,-1.117,4.941,0.396,9.169,1.221,5.177,0.515,9.187
351.821,100.0,50.0,3.076,11.844,36.844,83.062,-2.398,-13.797,-52.594,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.188,-1.819,0.098,-0.383,4.715,1.369,0.054,0.402,-1.115,4.941,0.396,9.169,1.223,5.178,0.514,9.184
351.921,100.0,50.0,3.072,11.836,36.844,83.062,-2.406,-13.805,-52.625,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.465,-1.854,0.141,-0.389,4.859,1.309,0.028,0.390,-1.117,4.945,0.398,9.169,1.219,5.182,0.521,9.187
352.021,100.0,50.0,3.076,11.836,36.844,83.062,-2.400,-13.805,-52.594,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.371,-1.925,0.117,-0.387,4.934,1.347,0.011,0.395,-1.115,4.945,0.398,9.169,1.222,5.174,0.511,9.184
352.123,100.0,50.0,3.078,11.852,36.844,83.062,-2.406,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,-1.997,0.036,-0.414,4.910,1.332,0.006,0.446,-1.114,4.937,0.393,9.168,1.220,5.177,0.515,9.187
352.225,100.0,50.0,3.066,11.844,36.844,83.062,-2.406,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.309,-1.889,0.214,-0.439,4.992,1.337,0.018,0.371,-1.120,4.941,0.396,9.169,1.220,5.177,0.515,9.187
352.327,100.0,50.0,3.072,11.844,36.844,83.062,-2.398,-13.805,-52.625,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.234,-1.841,0.007,-0.431,4.723,1.294,0.064,0.380,-1.117,4.941,0.396,9.169,1.223,5.179,0.517,9.184
352.427,100.0,50.0,3.076,11.844,36.844,83.062,-2.400,-13.805,-52.625,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,-1.876,0.142,-0.410,4.848,1.396,-0.006,0.376,-1.115,4.941,0.396,9.169,1.222,5.179,0.517,9.184
352.529,100.0,50.0,3.062,11.836,36.844,83.062,-2.398,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.355,-1.979,0.160,-0.438,4.871,1.281,0.007,0.397,-1.122,4.945,0.398,9.169,1.224,5.177,0.515,9.187
352.631,100.0,50.0,3.072,11.844,36.844,83.000,-2.404,-13.820,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.094,-1.890,0.197,-0.399,4.789,1.378,0.029,0.340,-1.116,4.938,0.392,9.166,1.220,5.169,0.510,9.186
352.733,100.0,50.0,3.068,11.844,36.844,83.062,-2.400,-13.812,-52.625,-85.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.230,-1.867,0.073,-0.437,4.969,1.326,-0.016,0.413,-1.119,4.941,0.396,9.169,1.222,5.175,0.514,9.183
352.833,100.0,50.0,3.076,11.844,36.844,83.062,-2.395,-13.820,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.234,-1.913,0.173,-0.483,4.859,1.347,-0.044,0.386,-1.115,4.941,0.396,9.169,1.226,5.170,0.510,9.186
352.935,100.0,50.0,3.078,11.844,36.844,83.062,-2.406,-13.805,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.426,-1.869,0.079,-0.427,5.148,1.348,-0.074,0.370,-1.114,4.941,0.396,9.169,1.220,5.177,0.515,9.187
353.037,100.0,50.0,3.068,11.844,36.844,83.062,-2.400,-13.789,-52.594,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,-1.954,0.097,-0.448,4.449,1.361,0.026,0.408,-1.119,4.941,0.396,9.169,1.223,5.185,0.520,9.188
353.137,100.0,50.0,3.076,11.844,36.844,83.000,-2.406,-13.789,-52.562,-85.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.508,-1.812,0.083,-0.422,4.898,1.390,-0.005,0.438,-1.114,4.938,0.392,9.166,1.220,5.180,0.515,9.188
353.237,100.0,50.0,3.072,11.844,36.844,83.000,-2.400,-13.758,-52.594,-85.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.336,-1.817,0.149,-0.423,4.660,1.304,-0.100,0.452,-1.116,4.938,0.392,9.166,1.224,5.203,0.535,9.192
353.339,100.0,50.0,3.072,11.844,36.844,83.062,-2.404,-13.750,-52.562,-85.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,-1.926,0.080,-0.411,4.992,1.292,-0.068,0.466,-1.117,4.941,0.396,9.169,1.222,5.202,0.532,9.193
353.441,100.0,50.0,3.072,11.844,36.844,83.062,-2.391,-13.750,-52.562,-85.750,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,-1.782,0.109,-0.420,4.637,1.269,-0.038,0.492,-1.117,4.941,0.396,9.169,1.230,5.205,0.535,9.196
353.543,100.0,50.0,3.066,11.836,36.844,83.000,-2.410,-13.742,-52.562,-85.750,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,-1.869,0.107,-0.415,4.672,1.250,-0.074,0.471,-1.119,4.942,0.395,9.166,1.219,5.209,0.538,9.196
353.645,100.0,50.0,3.068,11.844,36.844,83.062,-2.406,-13.734,-52.531,-85.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.289,-1.847,0.159,-0.470,4.797,1.231,-0.182,0.529,-1.119,4.941,0.396,9.169,1.222,5.211,0.538,9.200
